Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;First Review;Last Review;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Buzzer/wireless intercom,Heating,Washer;55.0;;;1;0;2;365;6;22;52;325;69;2014-01-05;2017-02-26;80.0;8.0;8.0;8.0;8.0;10.0;8.0;strict;1.74
Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;46.0;90.0;;1;0;2;1125;19;49;79;169;53;2015-12-08;2017-03-19;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.26
Gaztambide;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;44.0;;12.0;1;0;3;14;0;0;0;0;16;2016-05-24;2016-09-12;90.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;1.5
Universidad;Centro;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Essentials;89.0;500.0;39.0;1;0;3;1125;8;8;9;284;20;2016-03-29;2017-03-28;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.6
Castillejos;Tetuán;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Essentials;40.0;400.0;28.0;1;30;1;1125;0;0;7;282;8;2016-05-26;2017-04-04;94.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;0.75
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer;35.0;;20.0;1;7;4;13;0;0;0;0;1;2016-07-08;2016-07-08;100.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;0.11
Palacio;Centro;Apartment;Entire home/apt;7;3.0;3.0;6.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;160.0;300.0;90.0;1;0;3;360;8;29;53;328;0;;;;;;;;;;strict;
Vista Alegre;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;25.0;;10.0;1;10;1;1125;12;42;68;130;1;2016-10-08;2016-10-08;40.0;4.0;6.0;4.0;4.0;4.0;4.0;moderate;0.16
Hispanoamérica;Chamartín;Apartment;Private room;3;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;32.0;;;1;25;1;1125;10;37;67;99;0;;;;;;;;;;flexible;
Timón;Barajas;House;Private room;4;2.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49;30.0;;10.0;1;15;1;1125;14;44;74;74;0;;;;;;;;;;flexible;
Gaztambide;Chamberí;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials;30.0;;;1;15;1;1125;28;58;88;178;18;2015-10-06;2017-02-25;90.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;0.98
Almagro;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;Pull-out Sofa;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;70.0;200.0;20.0;2;15;2;1125;13;41;67;157;18;2016-12-07;2017-04-03;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.39
Pinar del Rey;Hortaleza;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Elevator in building,Heating,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;25.0;;;1;0;1;6;13;40;65;335;14;2017-02-18;2017-03-31;77.0;8.0;8.0;8.0;8.0;9.0;9.0;flexible;8.4
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer;90.0;;;1;0;1;365;11;33;57;332;24;2013-04-12;2017-03-06;89.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;0.49
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;55.0;;25.0;1;0;3;1125;5;16;42;42;7;2017-02-13;2017-04-02;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.82
Comillas;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;16.0;;;1;0;1;1125;0;1;1;98;4;2017-01-22;2017-04-01;100.0;10.0;10.0;10.0;9.0;8.0;9.0;flexible;1.56
Goya;Salamanca;House;Private room;3;2.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Laptop friendly workspace;55.0;200.0;10.0;1;15;1;1125;0;0;0;148;10;2015-10-08;2017-04-03;78.0;8.0;8.0;8.0;8.0;8.0;8.0;flexible;0.55
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;59.0;100.0;;2;15;2;60;3;19;38;310;124;2014-03-17;2017-03-27;95.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;3.32
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Smoke detector,Essentials,Hangers,Hair dryer,Iron;45.0;100.0;20.0;1;0;2;1125;14;40;70;160;8;2017-01-23;2017-03-27;95.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;3.16
Valverde;Fuencarral - El Pardo;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Pool,Elevator in building,Heating,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;32.0;;10.0;1;0;1;5;12;42;72;347;2;2015-07-23;2016-01-30;90.0;10.0;10.0;10.0;10.0;8.0;9.0;moderate;0.1
Canillas;Hortaleza;Other;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Breakfast,Elevator in building,Hot tub,Heating,Washer,Essentials,Shampoo,Hair dryer,Laptop friendly workspace;30.0;;5.0;1;10;1;1125;30;60;90;365;2;2016-08-12;2016-08-21;70.0;7.0;5.0;8.0;9.0;8.0;7.0;moderate;0.25
Universidad;Centro;Apartment;Shared room;4;1.0;1.0;4.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;19.0;100.0;;1;19;1;1125;28;58;88;363;17;2016-07-03;2017-02-19;86.0;9.0;10.0;9.0;10.0;10.0;9.0;strict;1.82
Sol;Centro;Apartment;Entire home/apt;7;3.0;4.0;7.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;229.0;350.0;30.0;1;0;2;80;8;24;37;295;37;2016-05-22;2017-03-19;96.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;3.45
San Isidro;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Free parking on premises,Elevator in building,Heating,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;20.0;;;1;0;2;1125;0;2;32;117;5;2016-10-31;2017-02-28;92.0;10.0;10.0;10.0;10.0;8.0;9.0;moderate;0.94
San Isidro;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;50.0;;;1;0;2;60;0;6;36;311;0;;;;;;;;;;flexible;
Piovera;Hortaleza;Other;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;35.0;100.0;10.0;1;10;2;1125;0;0;10;224;2;2016-09-02;2016-10-31;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.27
Almenara;Tetuán;Apartment;Shared room;2;1.0;1.0;3.0;Real Bed;Wireless Internet,Heating,Family/kid friendly,Essentials,Shampoo,Hangers;55.0;;;1;14;1;1125;0;0;3;94;1;2017-01-16;2017-01-16;100.0;8.0;10.0;10.0;10.0;10.0;8.0;strict;0.36
Justicia;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Cat(s),Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;25.0;200.0;30.0;1;0;2;1125;3;7;7;31;0;;;;;;;;;;flexible;
Sol;Centro;Loft;Entire home/apt;5;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;99.0;150.0;49.0;2;15;2;1125;8;22;36;280;5;2016-10-24;2017-03-27;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.9
Trafalgar;Chamberí;Condominium;Entire home/apt;7;2.0;3.0;5.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;100.0;;25.0;1;0;1;150;4;6;23;100;7;2016-10-19;2017-03-06;97.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;1.22
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;40.0;;30.0;2;10;1;1125;8;30;52;325;48;2015-02-02;2017-04-02;92.0;10.0;9.0;9.0;10.0;10.0;9.0;flexible;1.81
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;35.0;;15.0;1;0;1;1125;3;6;16;110;190;2015-03-09;2017-04-04;88.0;10.0;9.0;9.0;9.0;9.0;9.0;moderate;7.48
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;83.0;100.0;20.0;4;15;3;1125;4;16;35;125;38;2015-04-12;2017-03-12;90.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;1.57
Casa de Campo;Moncloa - Aravaca;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;;30.0;4;20;5;1125;0;0;27;112;14;2015-08-24;2016-11-03;89.0;10.0;9.0;10.0;9.0;10.0;9.0;flexible;0.71
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;95.0;100.0;40.0;2;10;1;99;6;10;17;250;136;2015-07-07;2017-03-26;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;6.36
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;68.0;200.0;30.0;2;5;2;1125;6;14;37;122;6;2016-11-01;2017-03-12;93.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.13
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;60.0;;;1;0;2;6;0;0;0;0;3;2016-01-01;2016-05-04;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.19
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Room-darkening shades;19.0;95.0;5.0;1;0;3;1125;1;1;5;5;0;;;;;;;;;;strict;
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;42.0;;15.0;2;9;3;1000;3;22;49;55;82;2015-11-04;2017-03-28;91.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;4.71
Rios Rosas;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;100.0;200.0;25.0;1;0;3;30;2;4;34;34;5;2016-12-23;2017-04-03;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.4
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer;41.0;;;1;0;3;30;10;40;58;58;31;2016-08-01;2017-03-23;90.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;3.71
Recoletos;Salamanca;Apartment;Entire home/apt;6;2.5;2.0;3.0;Pull-out Sofa;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace;180.0;;;1;0;2;1125;13;34;55;330;10;2016-12-11;2017-04-03;91.0;9.0;8.0;10.0;10.0;10.0;9.0;strict;2.52
Embajadores;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;46.0;150.0;;3;10;1;120;0;0;7;149;39;2014-09-15;2017-03-17;88.0;9.0;8.0;10.0;9.0;9.0;9.0;strict;1.25
Pinar del Rey;Hortaleza;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;21.0;;;1;14;1;1125;5;11;41;316;34;2016-05-24;2017-04-06;96.0;10.0;10.0;9.0;9.0;9.0;10.0;moderate;3.19
Quintana;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;25.0;;;1;0;1;1125;29;59;89;364;6;2016-10-02;2017-01-05;93.0;9.0;9.0;9.0;10.0;9.0;9.0;flexible;0.95
Palomas;Hortaleza;House;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;65.0;;12.0;1;10;1;12;29;54;84;85;24;2015-10-12;2017-02-20;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.32
Piovera;Hortaleza;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;120.0;;;1;0;5;1125;0;0;10;260;7;2016-01-24;2017-02-06;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.48
Palacio;Centro;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;TV,Cable TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;35.0;;15.0;2;10;2;1125;5;27;44;232;21;2016-06-29;2017-03-21;93.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;2.22
Aravaca;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer;40.0;;20.0;2;10;1;1125;5;28;58;59;2;2017-01-06;2017-03-06;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.65
Cortes;Centro;Apartment;Private room;4;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;55.0;;15.0;1;0;2;1125;16;45;45;45;13;2016-06-08;2017-03-18;96.0;9.0;9.0;9.0;10.0;10.0;10.0;flexible;1.28
Palacio;Centro;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Smoking allowed,Breakfast,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;38.0;150.0;40.0;1;0;3;7;0;0;3;93;9;2012-10-01;2017-01-24;95.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;0.16
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;45.0;;20.0;1;0;5;1125;4;5;31;306;1;2017-03-22;2017-03-22;60.0;4.0;4.0;6.0;8.0;8.0;6.0;flexible;1.0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;;20.0;1;0;1;1125;1;7;35;35;36;2016-08-12;2017-03-24;93.0;10.0;9.0;10.0;9.0;9.0;9.0;strict;4.5
Chopera;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;50.0;;;1;30;2;1125;30;60;90;365;16;2014-04-23;2016-10-30;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.44
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Heating,Washer,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;35.0;150.0;20.0;1;10;2;7;14;44;74;349;22;2014-04-27;2017-03-07;91.0;9.0;10.0;10.0;10.0;10.0;9.0;moderate;0.61
Goya;Salamanca;Apartment;Private room;1;;1.0;;Real Bed;Internet,Wireless Internet,Kitchen,Doorman,Heating,Washer;45.0;;;1;0;1;1125;9;33;37;312;9;2014-07-16;2017-01-01;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.27
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;;;1;0;1;1125;0;0;0;0;1;2016-01-06;2016-01-06;80.0;10.0;10.0;8.0;6.0;10.0;8.0;strict;0.07
Cortes;Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;120.0;;30.0;2;10;2;1125;1;7;11;260;25;2015-12-03;2017-03-17;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.52
Sol;Centro;House;Entire home/apt;6;1.0;3.0;6.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;200.0;;;6;25;2;1125;17;45;68;185;7;2017-02-12;2017-04-02;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.75
